City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Country,Date
201,Tortoli,39.9256,9.6572,60.62,63,0,10.36,clear sky,IT,2021-10-10 19:48:04
202,Yegros,-26.45,-56.4,75.47,83,47,6.06,scattered clouds,PY,2021-10-10 19:48:05
203,Flinders,-34.5833,150.8552,52.21,87,100,7.0,light rain,AU,2021-10-10 19:48:05
204,Dinajpur,25.6272,88.6386,76.5,72,5,5.32,clear sky,BD,2021-10-10 19:48:05
205,Beloha,-25.1667,45.05,67.68,87,15,4.52,light rain,MG,2021-10-10 19:48:06
206,Barra,-11.0894,-43.1417,91.85,30,17,8.93,few clouds,BR,2021-10-10 19:48:06
207,Bethel,41.3712,-73.414,64.76,89,90,1.99,overcast clouds,US,2021-10-10 19:48:06
208,Salamiyah,35.0113,37.0532,71.33,40,29,5.84,scattered clouds,SY,2021-10-10 19:48:06
209,Ulaangom,49.9811,92.0667,32.79,64,43,1.95,scattered clouds,MN,2021-10-10 19:48:07
210,Villa Maria,-32.4075,-63.2402,66.81,81,91,8.77,overcast clouds,AR,2021-10-10 19:48:07
211,Zhigansk,66.7697,123.3711,33.66,99,100,11.65,light rain,RU,2021-10-10 19:48:07
212,Ribeirao Bonito,-22.0667,-48.1761,66.94,84,100,7.83,overcast clouds,BR,2021-10-10 19:48:08
213,Comodoro Rivadavia,-45.8667,-67.5,71.46,28,0,18.41,clear sky,AR,2021-10-10 19:48:08
214,Adeje,28.1227,-16.726,73.02,70,20,11.5,few clouds,ES,2021-10-10 19:48:08
215,Merauke,-8.4667,140.3333,76.66,84,100,9.17,overcast clouds,ID,2021-10-10 19:48:08
216,Caravelas,-17.7125,-39.2481,73.31,87,100,8.52,overcast clouds,BR,2021-10-10 19:48:09
217,Kasama,-10.2129,31.1808,76.95,26,84,10.09,broken clouds,ZM,2021-10-10 19:48:09
218,Constantine,36.365,6.6147,60.21,67,40,3.44,scattered clouds,DZ,2021-10-10 19:48:09
219,Katherine,-14.4667,132.2667,84.52,61,75,8.05,broken clouds,AU,2021-10-10 19:48:10
220,Ahipara,-35.1667,173.1667,57.67,67,77,5.91,broken clouds,NZ,2021-10-10 19:48:10
221,Nahrin,36.0649,69.1334,40.57,56,0,0.98,clear sky,AF,2021-10-10 19:48:10
222,Faanui,-16.4833,-151.75,78.94,75,24,12.88,few clouds,PF,2021-10-10 19:48:11
223,Lorengau,-2.0226,147.2712,80.55,77,99,3.42,overcast clouds,PG,2021-10-10 19:48:11
224,Hvolsvollur,63.7533,-20.2243,40.8,86,40,4.23,scattered clouds,IS,2021-10-10 19:48:11
225,Vao,-22.6667,167.4833,69.64,63,4,14.92,clear sky,NC,2021-10-10 19:48:12
226,Khoni,42.3226,42.4206,52.79,87,0,8.05,clear sky,GE,2021-10-10 19:48:12
227,Novouzensk,50.4592,48.1431,46.65,48,1,4.47,clear sky,RU,2021-10-10 19:48:12
228,Avera,33.194,-82.5271,83.08,52,7,8.48,clear sky,US,2021-10-10 19:48:12
229,Saint-Pierre,-21.3393,55.4781,73.04,77,0,4.61,clear sky,RE,2021-10-10 19:48:13
230,Velsk,61.0701,42.0983,48.22,87,96,9.01,overcast clouds,RU,2021-10-10 19:48:13
231,Pine Bluff,34.2284,-92.0032,85.95,47,1,15.99,clear sky,US,2021-10-10 19:48:13
232,Boundiali,9.5217,-6.4869,76.6,84,87,3.24,moderate rain,CI,2021-10-10 19:48:14
233,Hailar,49.2,119.7,36.41,75,0,9.86,clear sky,CN,2021-10-10 19:48:14
234,Melfi,40.9965,15.6514,48.49,85,100,5.46,overcast clouds,IT,2021-10-10 19:48:14
235,Severo-Kurilsk,50.6789,156.125,47.32,94,100,26.11,moderate rain,RU,2021-10-10 19:48:14
236,Vostok,46.4856,135.8833,37.4,90,100,15.43,overcast clouds,RU,2021-10-10 19:48:15
237,Tomohon,1.3346,124.8392,67.14,83,91,2.53,overcast clouds,ID,2021-10-10 19:48:15
238,Esperance,-33.8667,121.9,53.44,47,100,20.62,overcast clouds,AU,2021-10-10 19:48:15
239,Nishihara,26.1842,127.7558,82.45,89,75,14.97,broken clouds,JP,2021-10-10 19:48:16
240,Asau,46.4333,26.4,42.76,73,18,2.48,light rain,RO,2021-10-10 19:48:16
241,Kaitangata,-46.2817,169.8464,50.67,78,100,3.38,moderate rain,NZ,2021-10-10 19:48:16
242,Aykhal,66.0,111.5,20.12,94,100,13.76,overcast clouds,RU,2021-10-10 19:48:17
243,Atbasar,51.8,68.3333,37.76,76,99,8.5,overcast clouds,KZ,2021-10-10 19:48:17
244,Puerto Madryn,-42.7692,-65.0385,76.66,26,16,26.15,few clouds,AR,2021-10-10 19:48:17
245,Talnakh,69.4865,88.3972,20.71,96,93,5.41,overcast clouds,RU,2021-10-10 19:43:21
246,Harper,4.375,-7.7169,77.86,89,97,9.89,light rain,LR,2021-10-10 19:48:17
247,Pisco,-13.7,-76.2167,68.02,72,0,9.22,clear sky,PE,2021-10-10 19:48:18
248,Hobart,-42.8794,147.3294,41.25,83,20,8.05,few clouds,AU,2021-10-10 19:45:03
249,Ambalavao,-21.8333,46.9333,64.53,68,71,1.74,broken clouds,MG,2021-10-10 19:48:18
250,Porto Novo,6.4965,2.6036,80.42,83,78,5.82,broken clouds,BJ,2021-10-10 19:48:18
251,Dukat,62.55,155.55,7.97,82,1,5.14,clear sky,RU,2021-10-10 19:48:19
252,Souillac,-20.5167,57.5167,72.36,100,75,13.8,light rain,MU,2021-10-10 19:48:19
253,Lavrentiya,65.5833,-171.0,28.02,81,26,3.44,scattered clouds,RU,2021-10-10 19:48:19
254,Sao Felix Do Xingu,-6.6447,-51.995,98.31,28,100,4.41,overcast clouds,BR,2021-10-10 19:48:20
255,Marion,39.7684,-86.1555,85.42,61,20,19.57,few clouds,US,2021-10-10 19:46:13
256,Gali,42.6265,41.7381,56.35,79,12,3.89,few clouds,GE,2021-10-10 19:48:20
257,Salima,-13.7804,34.4587,78.78,45,24,4.34,few clouds,MW,2021-10-10 19:48:20
258,Turayf,31.6725,38.6637,75.45,23,0,11.5,clear sky,SA,2021-10-10 19:48:20
259,Narsaq,60.9167,-46.05,37.62,47,34,0.31,scattered clouds,GL,2021-10-10 19:48:21
260,Yerbogachen,61.2767,108.0108,30.94,80,99,11.97,overcast clouds,RU,2021-10-10 19:48:21
261,Victoria,22.2855,114.1577,80.65,90,100,1.01,light rain,HK,2021-10-10 19:48:21
262,Faya,18.3851,42.4509,69.91,30,32,12.08,scattered clouds,SA,2021-10-10 19:48:22
263,Nanortalik,60.1432,-45.2371,36.37,62,8,0.16,clear sky,GL,2021-10-10 19:48:22
264,Poum,-20.2333,164.0167,73.27,66,12,21.23,few clouds,NC,2021-10-10 19:48:22
265,Tombouctou,20.0,-3.0,91.65,9,100,8.75,overcast clouds,ML,2021-10-10 19:48:22
266,Aksu,41.1231,80.2644,50.22,25,100,0.96,overcast clouds,CN,2021-10-10 19:48:23
267,Kahului,20.8947,-156.47,80.83,77,40,20.71,light rain,US,2021-10-10 19:48:23
268,Husavik,66.0449,-17.3389,37.31,97,100,1.21,overcast clouds,IS,2021-10-10 19:48:23
269,San Fernando,15.0286,120.6898,81.14,94,90,3.62,overcast clouds,PH,2021-10-10 19:43:54
270,Kanniyakumari,8.0833,77.5667,80.22,84,97,17.67,overcast clouds,IN,2021-10-10 19:48:24
271,Samarai,-10.6167,150.6667,78.91,79,99,9.17,overcast clouds,PG,2021-10-10 19:48:24
272,Nabire,-3.3667,135.4833,75.67,93,98,3.24,moderate rain,ID,2021-10-10 19:48:24
273,Akot,21.0964,77.0586,74.79,64,13,4.07,few clouds,IN,2021-10-10 19:48:24
274,Cherskiy,68.75,161.3,0.37,98,89,5.68,overcast clouds,RU,2021-10-10 19:48:25
275,Namibe,-15.1961,12.1522,68.86,85,79,6.46,broken clouds,AO,2021-10-10 19:48:25
276,Constitucion,-35.3333,-72.4167,60.89,59,0,15.95,clear sky,CL,2021-10-10 19:48:25
277,Sambava,-14.2667,50.1667,69.96,78,62,12.44,broken clouds,MG,2021-10-10 19:48:26
278,Cambrils,41.0748,1.0524,65.93,79,40,1.99,scattered clouds,ES,2021-10-10 19:48:26
279,Bhawanipatna,19.9,83.1667,72.16,80,5,1.28,clear sky,IN,2021-10-10 19:48:26
280,Korfovskiy,48.2183,135.0564,38.66,88,97,10.92,overcast clouds,RU,2021-10-10 19:48:26
281,Luebo,-5.35,21.4167,73.74,82,59,3.15,light rain,CD,2021-10-10 19:48:27
282,Virginia Beach,36.8529,-75.978,79.02,77,90,4.0,overcast clouds,US,2021-10-10 19:44:43
283,Dembi Dolo,8.5333,34.8,58.62,90,96,4.47,overcast clouds,ET,2021-10-10 19:48:27
284,Landeck,47.1301,10.5636,39.38,90,3,0.49,clear sky,AT,2021-10-10 19:48:27
285,Taber,49.8167,-112.1518,64.4,26,33,27.63,scattered clouds,CA,2021-10-10 19:45:12
286,Izhmorskiy,56.194,86.6414,31.86,91,100,9.73,light snow,RU,2021-10-10 19:48:28
287,Guiyang,26.5833,106.7167,57.69,94,90,11.18,overcast clouds,CN,2021-10-10 19:48:28
288,Jackson,42.4165,-122.8345,57.92,71,90,0.0,overcast clouds,US,2021-10-10 19:46:05
289,Namatanai,-3.6667,152.4333,79.11,80,27,3.0,scattered clouds,PG,2021-10-10 19:48:28
290,Kavaratti,10.5669,72.642,82.09,82,98,13.65,overcast clouds,IN,2021-10-10 19:48:29
291,Hoquiam,46.9809,-123.8893,59.02,66,1,11.5,clear sky,US,2021-10-10 19:48:11
292,Filingue,14.3521,3.3168,94.53,16,100,7.11,overcast clouds,NE,2021-10-10 19:48:29
293,Ibra,22.6906,58.5334,82.72,41,0,3.06,clear sky,OM,2021-10-10 19:48:29
294,Kosice,48.6667,21.3333,50.49,55,0,9.22,clear sky,SK,2021-10-10 19:48:29
295,Tolon,37.5202,22.8586,63.77,77,72,3.56,broken clouds,GR,2021-10-10 19:48:30
296,Maragogi,-9.0122,-35.2225,78.08,75,32,8.43,scattered clouds,BR,2021-10-10 19:48:30
297,Mareeba,-17.0,145.4333,65.12,93,16,1.97,few clouds,AU,2021-10-10 19:48:30
298,Mecca,21.4267,39.8261,87.51,45,1,4.43,clear sky,SA,2021-10-10 19:48:31
299,Krasnoselkup,65.7,82.4667,25.66,80,43,11.1,scattered clouds,RU,2021-10-10 19:48:31
300,Apartado,7.883,-76.6259,85.78,74,75,3.94,broken clouds,CO,2021-10-10 19:48:31
301,Buzmeyin,38.0507,58.2056,47.93,40,29,2.3,scattered clouds,TM,2021-10-10 19:48:32
302,Strezhevoy,60.7333,77.5889,26.58,72,9,7.4,clear sky,RU,2021-10-10 19:44:40
303,Eyl,7.9803,49.8164,78.69,87,75,16.02,broken clouds,SO,2021-10-10 19:48:32
304,Novikovo,51.1537,37.8879,44.15,58,99,4.94,overcast clouds,RU,2021-10-10 19:48:32
305,Trairi,-3.2778,-39.2689,81.25,71,2,14.34,clear sky,BR,2021-10-10 19:45:33
306,Broken Hill,-31.95,141.4333,46.11,71,54,10.36,broken clouds,AU,2021-10-10 19:47:28
307,Staryy Nadym,65.6118,72.6842,28.2,83,35,9.48,scattered clouds,RU,2021-10-10 19:48:33
308,Abhar,36.1468,49.218,48.42,76,0,3.58,clear sky,IR,2021-10-10 19:48:33
309,Saiha,22.4833,92.9667,69.91,98,95,2.55,overcast clouds,IN,2021-10-10 19:48:33
310,Provideniya,64.3833,-173.3,32.11,74,75,4.47,broken clouds,RU,2021-10-10 19:48:33
311,Shiyan,32.6475,110.7781,50.97,94,100,1.19,overcast clouds,CN,2021-10-10 19:48:34
312,Guerrero Negro,27.9769,-114.0611,79.88,44,0,10.2,clear sky,MX,2021-10-10 19:43:34
313,Batemans Bay,-35.7167,150.1833,50.09,85,100,6.8,overcast clouds,AU,2021-10-10 19:48:34
314,Lloydminster,53.2835,-110.0016,55.62,50,20,12.66,few clouds,CA,2021-10-10 19:48:34
315,Kuala Terengganu,5.3302,103.1408,80.55,94,20,3.44,few clouds,MY,2021-10-10 19:48:35
316,Hurricane,37.1753,-113.2899,68.5,28,0,5.37,clear sky,US,2021-10-10 19:47:55
317,Tuy Hoa,13.0833,109.3,77.02,90,100,4.88,overcast clouds,VN,2021-10-10 19:48:35
318,Mazagao,-0.115,-51.2894,96.85,56,70,6.93,broken clouds,BR,2021-10-10 19:48:35
319,Calabozo,8.9242,-67.4293,87.44,60,94,2.46,overcast clouds,VE,2021-10-10 19:48:35
320,Naliya,23.2667,68.8333,80.74,73,0,6.6,clear sky,IN,2021-10-10 19:48:36
321,Edd,13.9297,41.6925,89.55,65,100,9.17,overcast clouds,ER,2021-10-10 19:48:36
322,Klungkung,-8.5333,115.4,74.08,90,96,1.5,overcast clouds,ID,2021-10-10 19:48:36
323,Lompoc,34.6391,-120.4579,85.78,43,1,13.8,clear sky,US,2021-10-10 19:48:37
324,Khovu-Aksy,51.1333,93.6,28.04,72,43,5.1,scattered clouds,RU,2021-10-10 19:48:37
325,Tarakan,3.3,117.6333,80.74,83,100,7.34,light rain,ID,2021-10-10 19:48:37
326,Waingapu,-9.6567,120.2641,75.4,75,68,4.54,broken clouds,ID,2021-10-10 19:48:37
327,Changying,52.8733,123.3213,33.12,79,4,7.63,clear sky,CN,2021-10-10 19:48:38
328,Fairbanks,64.8378,-147.7164,36.1,95,90,0.0,mist,US,2021-10-10 19:46:14
329,San Pedro,14.35,121.0167,80.35,86,20,0.0,few clouds,PH,2021-10-10 19:48:38
330,Ixtapa,20.7,-105.2,88.23,79,100,1.01,overcast clouds,MX,2021-10-10 19:48:38
331,Batagay-Alyta,67.8006,130.4114,24.49,82,100,2.55,overcast clouds,RU,2021-10-10 19:44:34
332,Kudahuvadhoo,2.6708,72.8944,83.28,74,100,15.46,overcast clouds,MV,2021-10-10 19:48:39
333,Mersing,2.4312,103.8405,76.91,94,100,2.3,light rain,MY,2021-10-10 19:48:39
334,Saint-Leu,-21.15,55.2833,72.43,75,1,3.49,clear sky,RE,2021-10-10 19:48:39
335,Ucluelet,48.9329,-125.5528,57.96,79,100,5.01,overcast clouds,CA,2021-10-10 19:45:47
336,Pampa,35.5362,-100.9599,57.74,82,90,17.27,overcast clouds,US,2021-10-10 19:48:40
337,Akoupe,6.39,-3.9003,74.05,99,87,4.65,moderate rain,CI,2021-10-10 19:48:40
338,Manaus,-3.1019,-60.025,93.7,55,20,3.44,few clouds,BR,2021-10-10 19:48:40
339,Adrar,20.5022,-10.0711,89.04,11,98,3.38,overcast clouds,MR,2021-10-10 19:48:41
340,Yakeshi,49.2833,120.7333,34.61,82,0,7.72,clear sky,CN,2021-10-10 19:48:41
341,Margate,51.3813,1.3862,56.95,78,92,1.99,overcast clouds,GB,2021-10-10 19:48:41
342,Mackenzie,55.2999,-123.1698,41.22,60,75,2.3,broken clouds,CA,2021-10-10 19:45:47
343,Alto Araguaia,-17.3147,-53.2153,82.4,52,100,6.11,moderate rain,BR,2021-10-10 19:48:42
344,Hay River,60.8156,-115.7999,37.38,81,75,16.11,broken clouds,CA,2021-10-10 19:45:47
345,Puri,19.8,85.85,81.12,77,32,5.61,scattered clouds,IN,2021-10-10 19:48:42
346,Mount Gambier,-37.8333,140.7667,37.31,93,99,0.0,mist,AU,2021-10-10 19:48:42
347,Erdenet,49.0333,104.0833,34.43,52,6,3.09,clear sky,MN,2021-10-10 19:48:43
348,Ambulu,-8.345,113.6058,74.73,84,86,3.18,overcast clouds,ID,2021-10-10 19:48:43
349,Geraldton,-28.7667,114.6,48.61,93,14,6.91,few clouds,AU,2021-10-10 19:48:43
350,Grindavik,63.8424,-22.4338,40.95,93,75,3.44,broken clouds,IS,2021-10-10 19:48:43
351,Raudeberg,61.9875,5.1352,48.2,94,100,4.0,overcast clouds,NO,2021-10-10 19:48:44
352,Bantry,51.6833,-9.45,54.88,88,42,4.54,scattered clouds,IE,2021-10-10 19:48:44
353,Pimenta Bueno,-11.6725,-61.1936,93.4,40,49,7.61,scattered clouds,BR,2021-10-10 19:45:46
354,Srisailam,16.0833,78.8667,73.49,88,100,1.95,overcast clouds,IN,2021-10-10 19:48:44
355,Dubai,25.2582,55.3047,89.53,55,0,5.75,clear sky,AE,2021-10-10 19:47:23
356,Quechultenango,17.4167,-99.2167,80.49,71,7,5.64,clear sky,MX,2021-10-10 19:48:45
357,Sola,-13.8833,167.55,79.16,81,64,17.16,broken clouds,VU,2021-10-10 19:48:45
358,Mangrol,21.1167,70.1167,82.2,76,9,4.29,clear sky,IN,2021-10-10 19:48:45
359,Fredensborg,55.9756,12.4031,50.67,84,49,1.01,scattered clouds,DK,2021-10-10 19:48:46
360,Botou,38.0667,116.5667,48.78,72,59,6.4,light rain,CN,2021-10-10 19:48:46
361,Nyurba,63.2842,118.3319,32.27,91,100,13.11,light snow,RU,2021-10-10 19:48:46
362,Otradnoye,59.7775,30.8181,53.04,68,18,9.15,few clouds,RU,2021-10-10 19:48:46
363,Pangody,65.85,74.4859,27.88,84,33,8.93,scattered clouds,RU,2021-10-10 19:48:47
364,Tasiilaq,65.6145,-37.6368,33.96,59,1,2.59,clear sky,GL,2021-10-10 19:48:47
365,Fortuna,40.5982,-124.1573,69.42,61,96,1.99,overcast clouds,US,2021-10-10 19:48:47
366,Foggia,41.45,15.5333,51.58,93,75,12.66,light rain,IT,2021-10-10 19:48:48
367,Camacha,33.0833,-16.3333,69.53,73,40,12.66,scattered clouds,PT,2021-10-10 19:48:48
368,Yelahanka,13.1075,77.6003,69.89,94,75,4.61,broken clouds,IN,2021-10-10 19:48:48
369,Komsomolskiy,40.4272,71.7189,48.92,76,31,4.61,scattered clouds,UZ,2021-10-10 19:48:48
370,Lac Du Bonnet,50.2536,-96.0612,65.21,79,93,6.13,overcast clouds,CA,2021-10-10 19:48:49
371,Killam,52.7834,-111.8518,48.15,71,98,16.11,overcast clouds,CA,2021-10-10 19:48:49
372,Pangai,-19.8,-174.35,71.71,88,90,0.0,light intensity shower rain,TO,2021-10-10 19:48:49
373,Vila Velha,-20.3297,-40.2925,69.75,88,90,9.22,mist,BR,2021-10-10 19:48:05
374,Alihe,50.5667,123.7167,37.2,76,0,7.81,clear sky,CN,2021-10-10 19:48:50
375,Port Hueneme,34.1478,-119.1951,90.46,50,1,5.75,clear sky,US,2021-10-10 19:47:35
376,Ramnagar,29.4,79.1167,70.23,67,0,4.5,clear sky,IN,2021-10-10 19:48:50
377,Kaeo,-35.1,173.7833,53.33,92,15,3.56,few clouds,NZ,2021-10-10 19:48:50
378,Cassilandia,-19.1133,-51.7342,69.71,96,100,9.91,light rain,BR,2021-10-10 19:48:51
379,Buala,-8.145,159.5921,80.06,83,97,4.88,overcast clouds,SB,2021-10-10 19:48:51
380,Wellington,-41.2866,174.7756,57.06,82,75,3.0,broken clouds,NZ,2021-10-10 19:47:40
381,Tatishchevo,51.6703,45.5953,49.48,56,0,3.04,clear sky,RU,2021-10-10 19:48:51
382,Necochea,-38.5473,-58.7368,63.1,71,63,13.0,broken clouds,AR,2021-10-10 19:48:51
383,Mogadishu,2.0371,45.3438,78.42,88,17,14.27,few clouds,SO,2021-10-10 19:48:52
384,Northam,51.0333,-4.2167,56.61,81,12,11.03,few clouds,GB,2021-10-10 19:48:52
385,Yeppoon,-23.1333,150.7333,60.58,78,1,4.99,clear sky,AU,2021-10-10 19:48:52
386,Nova Olinda Do Norte,-3.8881,-59.0942,88.34,54,85,2.71,overcast clouds,BR,2021-10-10 19:48:53
387,Danbury,41.3948,-73.454,64.72,91,90,9.22,overcast clouds,US,2021-10-10 19:48:53
388,Abalak,58.1286,68.5944,27.57,77,9,2.68,clear sky,RU,2021-10-10 19:48:53
389,Axim,4.8699,-2.2405,77.25,88,100,7.67,light rain,GH,2021-10-10 19:48:53
390,Pilar,-9.5972,-35.9567,84.13,72,100,9.57,overcast clouds,BR,2021-10-10 19:48:54
391,Guozhen,34.3659,107.359,45.05,84,97,1.43,overcast clouds,CN,2021-10-10 19:48:54
392,Jesup,31.6074,-81.8854,84.22,57,75,0.0,broken clouds,US,2021-10-10 19:48:54
393,Kremenki,54.885,37.1261,31.1,72,15,3.53,few clouds,RU,2021-10-10 19:48:55
394,Impfondo,1.6381,18.0667,68.52,99,77,2.04,broken clouds,CG,2021-10-10 19:48:55
395,Westerland,54.9079,8.3033,55.42,100,90,8.05,overcast clouds,DE,2021-10-10 19:48:55
396,Harlingen,26.1906,-97.6961,96.98,54,1,25.32,clear sky,US,2021-10-10 19:47:02
397,Tezu,27.9167,96.1667,75.54,75,1,2.98,clear sky,IN,2021-10-10 19:48:55
398,Kwakoa,-3.7667,37.7167,69.8,73,14,6.31,few clouds,TZ,2021-10-10 19:48:56
399,Hailey,43.5196,-114.3153,52.9,46,17,5.99,few clouds,US,2021-10-10 19:48:56
400,Byron Bay,-28.65,153.6167,69.91,84,27,12.88,scattered clouds,AU,2021-10-10 19:48:56
401,Mayo,38.8876,-76.5119,74.34,83,75,8.01,broken clouds,US,2021-10-10 19:48:57
402,Abdulino,53.7,53.6667,44.82,74,100,4.72,overcast clouds,RU,2021-10-10 19:48:57
403,Mandali,33.7499,45.5541,78.71,14,0,9.8,clear sky,IQ,2021-10-10 19:48:57
404,Bathsheba,13.2167,-59.5167,83.01,78,40,19.57,scattered clouds,BB,2021-10-10 19:48:57
405,Tadine,-21.55,167.8833,72.43,60,80,13.0,broken clouds,NC,2021-10-10 19:48:58
406,Jintur,19.6167,76.7,74.19,67,3,3.04,clear sky,IN,2021-10-10 19:48:58
407,Shimoda,34.6667,138.95,67.1,81,10,6.44,clear sky,JP,2021-10-10 19:48:58
408,Olinda,-8.0089,-34.8553,80.33,78,75,8.05,broken clouds,BR,2021-10-10 19:48:59
409,Vilhena,-12.7406,-60.1458,91.62,43,40,11.5,scattered clouds,BR,2021-10-10 19:48:59
410,Coihaique,-45.5752,-72.0662,56.01,58,75,3.44,broken clouds,CL,2021-10-10 19:44:19
411,Yar-Sale,66.8333,70.8333,27.97,77,38,10.4,scattered clouds,RU,2021-10-10 19:48:59
412,Nouakchott,18.0858,-15.9785,80.53,60,0,19.69,clear sky,MR,2021-10-10 19:49:00
413,Marondera,-18.1853,31.5519,57.11,87,98,14.9,overcast clouds,ZW,2021-10-10 19:49:00
414,Pazaric,43.7886,18.1608,44.85,100,90,1.14,overcast clouds,BA,2021-10-10 19:48:04
415,Kyabe,9.4515,18.9449,77.65,85,100,5.59,overcast clouds,TD,2021-10-10 19:49:00
416,Bosaso,11.2842,49.1816,86.07,63,82,1.54,broken clouds,SO,2021-10-10 19:49:00
417,Tselina,46.5338,41.0328,52.34,50,7,12.17,clear sky,RU,2021-10-10 19:49:01
418,Quatre Cocos,-20.2078,57.7625,72.09,90,94,8.63,light rain,MU,2021-10-10 19:49:02
419,Ulaanbaatar,47.9077,106.8832,23.13,86,0,0.0,clear sky,MN,2021-10-10 19:44:07
420,Booue,-0.0921,11.9385,72.39,98,100,1.74,light rain,GA,2021-10-10 19:49:02
421,Saint-Francois,46.4154,3.9054,48.67,92,4,3.44,clear sky,FR,2021-10-10 19:49:03
422,Muros,42.7762,-9.0603,64.83,58,0,13.15,clear sky,ES,2021-10-10 19:49:03
423,Cayenne,4.9333,-52.3333,87.84,76,0,5.01,clear sky,GF,2021-10-10 19:49:03
424,Tiarei,-17.5333,-149.3333,82.42,75,30,9.28,scattered clouds,PF,2021-10-10 19:49:04
425,Lerwick,60.1545,-1.1494,50.0,82,16,21.65,few clouds,GB,2021-10-10 19:49:04
426,Hibbing,47.4272,-92.9377,65.86,82,75,14.97,thunderstorm with light rain,US,2021-10-10 19:49:04
427,La Plaine,15.3333,-61.25,77.29,94,75,3.44,light rain,DM,2021-10-10 19:49:05
428,North Bend,43.4065,-124.2243,61.25,74,75,10.36,broken clouds,US,2021-10-10 19:44:27
429,Buin,-33.7333,-70.75,76.05,34,0,3.04,clear sky,CL,2021-10-10 19:46:30
430,Chakrata,30.7,77.85,49.59,58,0,7.31,clear sky,IN,2021-10-10 19:49:05
431,Yangambi,0.8102,24.4336,71.49,98,100,1.74,moderate rain,CD,2021-10-10 19:49:05
432,Maneciu,45.3167,25.9833,47.86,43,100,2.62,overcast clouds,RO,2021-10-10 19:49:06
433,Suntar,62.1444,117.6319,33.35,80,100,13.56,overcast clouds,RU,2021-10-10 19:49:06
434,Votkinsk,57.0486,53.9872,46.78,92,100,2.68,light rain,RU,2021-10-10 19:49:06
435,Bogale,16.2833,95.4,77.4,94,98,4.27,overcast clouds,MM,2021-10-10 19:49:06
436,Yumen,40.2833,97.2,38.66,21,0,11.74,clear sky,CN,2021-10-10 19:49:07
437,Hamilton,39.1834,-84.5333,85.1,62,20,1.01,few clouds,US,2021-10-10 19:49:07
