City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
220,Uruacu,BR,2021-09-02 01:09:24,-14.5247,-49.1408,81.68,28,100,4.43
221,Taunggyi,MM,2021-09-02 01:09:24,20.7833,97.0333,66.58,93,78,1.63
222,Pitimbu,BR,2021-09-02 01:09:25,-7.4706,-34.8086,73.99,78,11,10.63
223,Chavakachcheri,LK,2021-09-02 01:09:25,9.6579,80.1643,81.03,83,100,17.05
224,Khani,GE,2021-09-02 01:09:25,41.9563,42.9566,63.97,96,31,1.41
225,Fairlie,GB,2021-09-02 01:09:25,55.756,-4.8556,56.39,89,5,1.99
226,Baherden,TM,2021-09-02 01:09:26,38.4362,57.4316,75.76,19,0,7.36
227,Bilibino,RU,2021-09-02 01:09:26,68.0546,166.4372,38.68,87,100,0.67
228,Slave Lake,CA,2021-09-02 01:09:26,55.2834,-114.769,48.69,98,100,13.82
229,Berlevag,NO,2021-09-02 01:09:26,70.8578,29.0864,45.19,82,100,21.27
230,Hasaki,JP,2021-09-02 01:09:27,35.7333,140.8333,70.2,91,100,18.19
231,Maragogi,BR,2021-09-02 01:09:27,-9.0122,-35.2225,73.45,84,68,9.71
232,Beroroha,MG,2021-09-02 01:09:27,-21.6667,45.1667,71.29,67,0,2.8
233,Moron,AR,2021-09-02 01:07:52,-34.6534,-58.6198,59.99,98,100,8.01
234,Lindsay,US,2021-09-02 01:09:28,36.203,-119.0882,94.77,19,1,5.75
235,Santa Maria Da Vitoria,BR,2021-09-02 01:09:28,-13.3947,-44.1886,75.83,54,84,4.76
236,Ishige,JP,2021-09-02 01:09:28,36.1167,139.9667,69.31,91,100,4.81
237,Mount Gambier,AU,2021-09-02 01:09:28,-37.8333,140.7667,73.31,25,0,23.02
238,Macau,MO,2021-09-02 01:09:29,22.2006,113.5461,85.8,89,20,9.22
239,Provideniya,RU,2021-09-02 01:09:29,64.3833,-173.3,46.51,81,90,6.71
240,Kenora,CA,2021-09-02 01:09:29,49.8167,-94.4337,69.78,55,100,6.76
241,Diego De Almagro,CL,2021-09-02 01:09:29,-26.3667,-70.05,64.06,37,0,1.21
242,Pemangkat,ID,2021-09-02 01:09:30,1.1667,108.9667,77.54,87,100,6.35
243,Kalmunai,LK,2021-09-02 01:09:30,7.4167,81.8167,78.31,83,100,5.46
244,Havelock,US,2021-09-02 01:09:30,34.8791,-76.9013,82.35,88,17,8.01
245,Victoria,HK,2021-09-02 01:04:42,22.2855,114.1577,86.05,83,22,9.89
246,Sompeta,IN,2021-09-02 01:09:31,18.9333,84.6,80.78,83,100,1.77
247,Carnarvon,AU,2021-09-02 01:09:31,-24.8667,113.6333,66.27,52,75,14.97
248,Yulara,AU,2021-09-02 01:09:31,-25.2406,130.9889,80.22,12,100,20.27
249,Soe,ID,2021-09-02 01:09:32,-9.8607,124.284,79.11,50,9,8.05
250,Labrea,BR,2021-09-02 01:09:32,-7.2586,-64.7981,76.14,77,17,2.93
251,Umm Lajj,SA,2021-09-02 01:09:32,25.0213,37.2685,92.93,38,16,2.21
252,Barrow,US,2021-09-02 01:09:32,71.2906,-156.7887,41.02,87,90,11.5
253,Kruisfontein,ZA,2021-09-02 01:09:33,-34.0033,24.7314,48.88,91,100,3.29
254,Dubbo,AU,2021-09-02 01:06:48,-32.25,148.6167,71.73,53,0,8.05
255,Kitob,UZ,2021-09-02 01:09:33,39.0843,66.8332,68.58,29,0,4.63
256,Petropavlovsk-Kamchatskiy,RU,2021-09-02 01:09:33,53.0452,158.6483,59.59,77,75,2.24
257,Tete,MZ,2021-09-02 01:09:34,-16.1564,33.5867,72.36,75,43,10.16
258,Lagoa Vermelha,BR,2021-09-02 01:09:34,-28.2086,-51.5258,57.69,65,100,4.7
259,Erenhot,CN,2021-09-02 01:09:35,43.6475,111.9767,70.75,51,31,7.18
260,Namibe,AO,2021-09-02 01:09:35,-15.1961,12.1522,60.94,95,57,7.43
261,Jaguarari,BR,2021-09-02 01:09:35,-10.2639,-40.1958,67.3,73,54,9.42
262,Kabinda,CD,2021-09-02 01:09:36,-6.1333,24.4833,73.67,37,7,0.51
263,Talcahuano,CL,2021-09-02 01:09:36,-36.7167,-73.1167,53.28,94,0,4.61
264,Vestmannaeyjar,IS,2021-09-02 01:09:36,63.4427,-20.2734,54.43,83,100,8.43
265,Moratuwa,LK,2021-09-02 01:09:36,6.773,79.8816,77.76,88,100,7.87
266,Dudinka,RU,2021-09-02 01:09:37,69.4058,86.1778,39.54,90,100,6.15
267,Thompson,CA,2021-09-02 01:09:37,55.7435,-97.8558,70.11,46,100,11.83
268,Ola,RU,2021-09-02 01:09:37,59.5833,151.2833,59.25,62,16,3.49
269,Mulanje,MW,2021-09-02 01:09:38,-16.0316,35.5,65.66,92,21,4.65
270,Pangnirtung,CA,2021-09-02 01:09:38,66.1451,-65.7125,43.61,62,87,0.85
271,Hit,IQ,2021-09-02 01:09:38,33.6416,42.8251,91.65,17,0,6.98
272,Shablykino,RU,2021-09-02 01:09:39,52.8566,35.1964,55.17,93,100,7.18
273,Bundaberg,AU,2021-09-02 01:09:39,-24.85,152.35,77.22,54,75,7.0
274,Komsomolskiy,UZ,2021-09-02 01:09:39,40.4272,71.7189,67.42,37,4,1.83
275,Baykit,RU,2021-09-02 01:09:39,61.67,96.37,43.09,95,100,5.41
276,Brusyanskiy,RU,2021-09-02 01:09:40,53.9923,38.0937,54.12,88,100,5.84
277,Cherskiy,RU,2021-09-02 01:09:40,68.75,161.3,39.63,71,100,3.62
278,Karoi,ZW,2021-09-02 01:09:40,-16.8099,29.6925,61.5,60,0,6.96
279,Pascagoula,US,2021-09-02 01:07:36,30.3658,-88.5561,82.45,91,20,4.61
280,Caravelas,BR,2021-09-02 01:09:41,-17.7125,-39.2481,68.97,92,100,7.72
281,Makakilo City,US,2021-09-02 01:09:41,21.3469,-158.0858,86.32,54,40,17.27
282,Rockland,US,2021-09-02 01:09:41,41.1668,-74.0496,70.65,93,100,1.01
283,Tiksi,RU,2021-09-02 01:09:41,71.6872,128.8694,48.97,77,100,19.19
284,Oron,NG,2021-09-02 01:09:42,4.8256,8.2343,73.27,95,98,0.78
285,Pinega,RU,2021-09-02 01:09:42,64.7001,43.3936,46.69,98,100,6.69
286,Salalah,OM,2021-09-02 01:09:42,17.0151,54.0924,78.89,89,90,3.44
287,Nouadhibou,MR,2021-09-02 01:09:42,20.931,-17.0347,73.98,74,5,17.29
288,Gasa,PS,2021-09-02 01:09:43,31.5,34.4667,78.78,68,0,5.79
289,Keuruu,FI,2021-09-02 01:09:43,62.2667,24.7,44.8,86,11,7.02
290,Nsanje,MW,2021-09-02 01:09:43,-16.92,35.262,72.23,79,82,7.2
291,Khatanga,RU,2021-09-02 01:09:44,71.9667,102.5,32.79,99,100,18.97
292,Tigil,RU,2021-09-02 01:09:44,57.8,158.6667,61.59,65,44,7.2
