City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
560,Bull Savanna,JM,82.81,overcast clouds,17.8868,-77.5902,Big Red's
561,Muscatine,US,80.69,clear sky,41.4667,-91.1335,Bed Bekfast
562,Arona,ES,68.83,few clouds,28.0996,-16.681,Paradise Court
566,Altagracia De Orituco,VE,83.41,scattered clouds,9.8601,-66.3814,Posada Quinta Mi Refugio
567,Rio Blanco,MX,83.28,scattered clouds,18.8333,-97.15,HOTEL L'ORBE EN ORIZABA
568,Huescar,ES,61.93,broken clouds,37.811,-2.5412,Hotel El Maño
570,Caraquet,CA,64.98,overcast clouds,47.7941,-64.9386,Gite Le Poirier
571,Saint Marys,US,84.04,overcast clouds,30.7305,-81.5465,Spencer House Inn
573,Isangel,VU,71.71,clear sky,-19.55,169.2667,Tanna Lodge
576,Port Antonio,JM,88.92,few clouds,18.18,-76.4612,The Trident Hotel
577,Kirakira,SB,78.62,overcast clouds,-10.4544,161.9205,SanBiz Lodge
578,Acari,PE,72.21,broken clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
579,Huarmey,PE,69.08,broken clouds,-10.0681,-78.1522,Hotel Miramar
581,Banning,US,81.99,clear sky,33.9256,-116.8764,"Holiday Inn Express & Suites Banning, an IHG Hotel"
585,Robertsport,LR,80.1,few clouds,6.7533,-11.3686,Kwepunha Retreat
587,Potosi,BO,64.18,clear sky,-19.5836,-65.7531,Hostal La Casona Potosí
588,Assiniboia,CA,62.51,clear sky,49.6334,-105.9845,Canalta Hotel Assiniboia
590,Kokrajhar,IN,77.43,clear sky,26.399,90.2718,Happy Lodging
593,Mansa,IN,78.84,clear sky,29.9833,75.3833,STARiHOTEL Mansa
594,Bandar-E Lengeh,IR,84.45,clear sky,26.5579,54.8807,کافی نت پارس
595,Lagoa,PT,71.08,overcast clouds,39.05,-27.9833,Casa Das Faias
597,Puga,MX,85.77,overcast clouds,21.5833,-104.8167,Del sol
598,Takoradi,GH,76.78,light rain,4.8845,-1.7554,Raybow International Hotel
600,Hervey Bay,AU,70.02,clear sky,-25.2986,152.8535,Shelly Bay Resort
601,Meulaboh,ID,76.44,overcast clouds,4.1363,96.1285,Kost Pria
603,Doka,SD,80.04,overcast clouds,13.5167,35.7667,
605,Aloleng,PH,82.99,overcast clouds,16.1307,119.7824,Steve Walden and Emma Sison-Walden Residence
608,Vila Franca Do Campo,PT,70.21,overcast clouds,37.7167,-25.4333,Pestana Bahia Praia
610,Sonoita,MX,79.54,clear sky,31.85,-112.8333,Hotel Nora
612,Abu Dhabi,AE,89.62,clear sky,24.4667,54.3667,Ramee Garden Hotel Apartments
614,Brokopondo,SR,87.73,light rain,4.75,-55.1667,Matu Island
618,Carballo,ES,63.75,clear sky,43.213,-8.691,Pazo do Souto
619,Honiara,SB,79.18,overcast clouds,-9.4333,159.95,Heritage Park Hotel
620,Santa Fe,AR,72.01,overcast clouds,-31.6333,-60.7,Conquistador Hotel
624,Nhulunbuy,AU,74.01,broken clouds,-12.2333,136.7667,East Arnhem Real Estate
625,Kalmunai,LK,81.23,overcast clouds,7.4167,81.8167,VS Villa
626,Ransang,PH,78.39,overcast clouds,8.9603,117.5828,Black and Crystal Sand Campsite
630,Rosarito,MX,86.65,clear sky,32.3333,-117.0333,Hotel Festival Plaza Rosarito
631,Rio Grande,BR,66.31,overcast clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
632,Sabya,SA,89.22,few clouds,17.1495,42.6254,Aseel Hotel Apartment
633,Bria,CF,71.56,overcast clouds,6.5423,21.9863,
634,Elk City,US,78.78,light rain,35.412,-99.4043,Hampton Inn & Suites Elk City
636,Vila,PT,61.34,scattered clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
642,Ewa Beach,US,80.1,light rain,21.3156,-158.0072,Uncle Junior Robert
643,Bandarbeyla,SO,79.72,overcast clouds,9.4942,50.8122,JABIR HOTEL
644,Daultala,PK,68.63,clear sky,33.1925,73.1413,Waheed garmints and cosmetic
649,Tsabong,BW,68.36,clear sky,-26.0217,22.401,Springbok Motel
650,Sucre,BO,76.62,clear sky,-19.0333,-65.2627,Hotel Premier
651,Porto Torres,IT,60.98,few clouds,40.835,8.3972,Hotel Elisa
652,Thanh Hoa,VN,74.59,light rain,19.8,105.7667,KHÁCH SẠN NGỌC LY 8
654,Nioro,GM,80.42,overcast clouds,13.35,-15.75,
655,Iracoubo,GF,82.17,overcast clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
656,Pompeu,BR,69.93,overcast clouds,-19.2244,-44.9353,
657,Dunda,TZ,76.8,overcast clouds,-8.1167,34.25,
658,Korampallam,IN,83.1,broken clouds,8.7667,78.1,Regency Tuticorin by GRT Hotels
659,Nemuro,JP,63.07,moderate rain,43.3236,145.575,Hotel Nemuro Kaiyoutei
662,Atambua,ID,73.29,overcast clouds,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
666,Keti Bandar,PK,80.06,clear sky,24.1447,67.4497,Haji laloo memon house
667,Hargeysa,SO,73.09,broken clouds,9.56,44.065,City Center Hotel
670,Sechura,PE,77.2,scattered clouds,-5.5569,-80.8222,Hospedaje Costa Bella
672,Mormugao,IN,78.4,scattered clouds,15.4,73.8,Coconut Creek Resort
673,Padang,ID,75.34,light rain,-0.9492,100.3543,Mercure Padang
676,Eureka,US,62.13,overcast clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
678,Lhokseumawe,ID,77.92,light rain,5.1801,97.1507,OYO 3278 Penginapan Alfajri
679,Bontang,ID,78.64,overcast clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
683,Sakakah,SA,85.57,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
687,Kassala,SD,88.39,overcast clouds,15.451,36.4,Amassi Hotel Gash
688,Palmer,US,63.95,overcast clouds,42.1584,-72.3287,Wedgewood Motel
689,Shelburne,CA,67.26,overcast clouds,44.0787,-80.2041,The Retreat at the Farm
691,Puro,PH,81.19,overcast clouds,12.4841,123.3827,
